Comparison,Group 1,Group 2,P-Value,Significant,Interpretation
4_vs_5,4,5,1.0,False,No significant difference
4_vs_6,4,6,0.9999999999999997,False,No significant difference
4_vs_7,4,7,0.9999999999994712,False,No significant difference
4_vs_8,4,8,0.9999999957865592,False,No significant difference
4_vs_9,4,9,0.9999999999116574,False,No significant difference
4_vs_10,4,10,0.999998667594317,False,No significant difference
4_vs_11,4,11,0.9999989585292234,False,No significant difference
4_vs_12,4,12,0.9977883568412808,False,No significant difference
4_vs_13,4,13,0.9952306498989886,False,No significant difference
4_vs_14,4,14,0.9919328874560553,False,No significant difference
4_vs_15,4,15,0.8549828058598166,False,No significant difference
4_vs_16,4,16,0.8776375569287109,False,No significant difference
4_vs_17,4,17,0.4746654003097288,False,No significant difference
4_vs_18,4,18,0.5030000490284652,False,No significant difference
4_vs_19,4,19,0.27792138615643075,False,No significant difference
4_vs_20,4,20,0.21489577656425543,False,No significant difference
5_vs_6,5,6,1.0,False,No significant difference
5_vs_7,5,7,1.0,False,No significant difference
5_vs_8,5,8,0.999999999979563,False,No significant difference
5_vs_9,5,9,0.999999999999926,False,No significant difference
5_vs_10,5,10,0.9999999568421146,False,No significant difference
5_vs_11,5,11,0.9999999685101828,False,No significant difference
5_vs_12,5,12,0.9995797795996701,False,No significant difference
5_vs_13,5,13,0.9989311858637078,False,No significant difference
5_vs_14,5,14,0.9979756377256536,False,No significant difference
5_vs_15,5,15,0.9294539751048858,False,No significant difference
5_vs_16,5,16,0.9429912569668377,False,No significant difference
5_vs_17,5,17,0.625396515892509,False,No significant difference
5_vs_18,5,18,0.6526155763482775,False,No significant difference
5_vs_19,5,19,0.4141321223521956,False,No significant difference
5_vs_20,5,20,0.33677486603084766,False,No significant difference
6_vs_7,6,7,1.0,False,No significant difference
6_vs_8,6,8,0.9999999999993434,False,No significant difference
6_vs_9,6,9,0.9999999999999994,False,No significant difference
6_vs_10,6,10,0.9999999944144893,False,No significant difference
6_vs_11,6,11,0.9999999961089385,False,No significant difference
6_vs_12,6,12,0.9998367939452683,False,No significant difference
6_vs_13,6,13,0.9995436506989092,False,No significant difference
6_vs_14,6,14,0.9990782688476212,False,No significant difference
6_vs_15,6,15,0.9535838212277817,False,No significant difference
6_vs_16,6,16,0.9633705768954375,False,No significant difference
6_vs_17,6,17,0.6956133232926018,False,No significant difference
6_vs_18,6,18,0.7208688763757867,False,No significant difference
6_vs_19,6,19,0.4877044471757426,False,No significant difference
6_vs_20,6,20,0.40623334980808673,False,No significant difference
7_vs_8,7,8,0.9999999999999996,False,No significant difference
7_vs_9,7,9,1.0,False,No significant difference
7_vs_10,7,10,0.9999999998766246,False,No significant difference
7_vs_11,7,11,0.9999999999221968,False,No significant difference
7_vs_12,7,12,0.9999689227580101,False,No significant difference
7_vs_13,7,13,0.9998970609963829,False,No significant difference
7_vs_14,7,14,0.9997670283006673,False,No significant difference
7_vs_15,7,15,0.9778430764627745,False,No significant difference
7_vs_16,7,16,0.98320654979857,False,No significant difference
7_vs_17,7,17,0.7920807662962823,False,No significant difference
7_vs_18,7,18,0.8129369991476877,False,No significant difference
7_vs_19,7,19,0.6028958652212113,False,No significant difference
7_vs_20,7,20,0.5203247723976008,False,No significant difference
8_vs_9,8,9,1.0,False,No significant difference
8_vs_10,8,10,0.9999999999999992,False,No significant difference
8_vs_11,8,11,0.9999999999999997,False,No significant difference
8_vs_12,8,12,0.9999995479113254,False,No significant difference
8_vs_13,8,13,0.9999976164594958,False,No significant difference
8_vs_14,8,14,0.9999926893439988,False,No significant difference
8_vs_15,8,15,0.9965656921816985,False,No significant difference
8_vs_16,8,16,0.9976381629968778,False,No significant difference
8_vs_17,8,17,0.9245184562508657,False,No significant difference
8_vs_18,8,18,0.935093064661024,False,No significant difference
8_vs_19,8,19,0.8049359661807209,False,No significant difference
8_vs_20,8,20,0.7393801252161303,False,No significant difference
9_vs_10,9,10,0.9999999999991687,False,No significant difference
9_vs_11,9,11,0.9999999999995551,False,No significant difference
9_vs_12,9,12,0.9999955628525125,False,No significant difference
9_vs_13,9,13,0.9999819239696849,False,No significant difference
9_vs_14,9,14,0.9999530923741696,False,No significant difference
9_vs_15,9,15,0.9906768853226796,False,No significant difference
9_vs_16,9,16,0.9932490128402871,False,No significant difference
9_vs_17,9,17,0.8691773700576714,False,No significant difference
9_vs_18,9,18,0.8847971273027093,False,No significant difference
9_vs_19,9,19,0.7117003683265386,False,No significant difference
9_vs_20,9,20,0.6348179125369025,False,No significant difference
10_vs_11,10,11,1.0,False,No significant difference
10_vs_12,10,12,0.9999999991749626,False,No significant difference
10_vs_13,10,13,0.9999999900240476,False,No significant difference
10_vs_14,10,14,0.9999999488895389,False,No significant difference
10_vs_15,10,15,0.9997391480621438,False,No significant difference
10_vs_16,10,16,0.9998429366191691,False,No significant difference
10_vs_17,10,17,0.9824324340315471,False,No significant difference
10_vs_18,10,18,0.9857468935780326,False,No significant difference
10_vs_19,10,19,0.9330385703019757,False,No significant difference
10_vs_20,10,20,0.8980490421095666,False,No significant difference
11_vs_12,11,12,0.9999999987706871,False,No significant difference
11_vs_13,11,13,0.9999999859826787,False,No significant difference
11_vs_14,11,14,0.9999999306574364,False,No significant difference
11_vs_15,11,15,0.999695928722225,False,No significant difference
11_vs_16,11,16,0.9998154404115307,False,No significant difference
11_vs_17,11,17,0.9808271021956403,False,No significant difference
11_vs_18,11,18,0.9843920738425794,False,No significant difference
11_vs_19,11,19,0.9285364371412204,False,No significant difference
11_vs_20,11,20,0.8920082968970817,False,No significant difference
12_vs_13,12,13,1.0,False,No significant difference
12_vs_14,12,14,1.0,False,No significant difference
12_vs_15,12,15,0.9999999844526611,False,No significant difference
12_vs_16,12,16,0.9999999948680037,False,No significant difference
12_vs_17,12,17,0.9999187605436199,False,No significant difference
12_vs_18,12,18,0.9999461358749008,False,No significant difference
12_vs_19,12,19,0.9988570044134588,False,No significant difference
12_vs_20,12,20,0.9973339494012674,False,No significant difference
13_vs_14,13,14,1.0,False,No significant difference
13_vs_15,13,15,0.9999999986122226,False,No significant difference
13_vs_16,13,16,0.9999999996227728,False,No significant difference
13_vs_17,13,17,0.9999761394184048,False,No significant difference
13_vs_18,13,18,0.9999849242937487,False,No significant difference
13_vs_19,13,19,0.9995472642381354,False,No significant difference
13_vs_20,13,20,0.9988405307827369,False,No significant difference
14_vs_15,14,15,0.9999999998288541,False,No significant difference
14_vs_16,14,16,0.9999999999615024,False,No significant difference
14_vs_17,14,17,0.999991337065716,False,No significant difference
14_vs_18,14,18,0.9999947475982977,False,No significant difference
14_vs_19,14,19,0.9997885892166534,False,No significant difference
14_vs_20,14,20,0.9994150611701502,False,No significant difference
15_vs_16,15,16,1.0,False,No significant difference
15_vs_17,15,17,0.9999999999654035,False,No significant difference
15_vs_18,15,18,0.9999999999894204,False,No significant difference
15_vs_19,15,19,0.9999999664430164,False,No significant difference
15_vs_20,15,20,0.9999997492215854,False,No significant difference
16_vs_17,16,17,0.9999999998447522,False,No significant difference
16_vs_18,16,18,0.9999999999471724,False,No significant difference
16_vs_19,16,19,0.9999999104520386,False,No significant difference
16_vs_20,16,20,0.9999994097728774,False,No significant difference
17_vs_18,17,18,1.0,False,No significant difference
17_vs_19,17,19,0.9999999999999999,False,No significant difference
17_vs_20,17,20,0.9999999999999583,False,No significant difference
18_vs_19,18,19,0.9999999999999989,False,No significant difference
18_vs_20,18,20,0.9999999999997888,False,No significant difference
19_vs_20,19,20,1.0,False,No significant difference
