,UMAP1,UMAP2,Class
172,3.9165764,10.809819,1
173,4.757776,10.07064,1
174,6.5277867,16.646084,1
175,4.7475915,9.474296,1
176,5.118989,9.366946,1
177,4.6989455,10.47934,1
178,5.026554,9.263461,1
179,4.266222,11.243863,1
180,4.5381594,10.6010275,1
181,4.873571,10.199693,1
182,4.749538,9.476386,1
183,6.735539,14.359846,1
184,5.0943294,9.399911,1
185,6.632282,14.240028,1
186,4.7513843,10.516197,1
187,8.367325,9.196336,1
188,8.363557,9.1950245,1
189,8.072959,9.153038,1
190,8.062241,9.149405,1
191,8.178784,9.184528,1
192,7.809063,9.050202,1
193,7.1493278,14.434212,1
194,6.085606,13.727509,1
195,3.4007342,9.750325,1
196,5.7314277,8.988463,1
197,6.209395,6.771164,1
198,6.473037,15.064672,1
199,6.573394,14.897879,1
200,5.5543976,8.9959135,1
201,6.0846987,16.858301,1
202,6.732109,14.6636715,1
203,3.423575,9.737518,1
204,6.066752,14.221886,1
205,5.881899,13.7438,1
206,6.3421416,14.759134,1
207,6.5934668,14.261816,1
208,7.092868,14.537204,1
209,5.497216,9.196252,1
210,5.8580155,8.967216,1
211,5.858592,6.6873155,1
212,5.842192,8.939579,1
213,6.1050487,4.403566,1
214,6.74296,14.590227,1
215,5.8165584,14.107077,1
216,6.2702637,8.975013,1
217,5.767259,14.864461,1
218,5.8238497,14.754056,1
219,5.7791634,14.865703,1
220,5.7466216,14.879663,1
221,5.9588485,13.787383,1
222,5.805176,13.980607,1
223,5.7414236,14.851215,1
224,4.4068046,8.976784,1
225,5.5310388,14.712189,1
226,5.848818,6.786335,1
227,5.7806673,6.9708405,1
228,7.7309823,9.041814,1
229,4.6033626,14.746831,2
230,5.726446,16.539911,2
231,6.178543,16.65238,2
232,5.4187455,15.587737,2
233,5.993072,16.517466,2
234,6.0885725,16.566952,2
235,4.2869287,15.200377,2
236,5.163639,15.669856,2
237,5.9250293,16.652897,2
238,4.9660277,15.91458,2
239,6.206634,16.93664,2
240,3.8412154,14.998683,2
241,5.3363204,15.824284,2
242,4.982362,15.705233,2
243,4.3310676,15.205226,2
244,5.678857,16.664343,2
245,5.2620473,15.749584,2
246,5.991986,16.490004,2
247,3.857198,15.069442,2
248,5.0954103,15.793941,2
249,5.3934236,15.836526,2
250,6.61281,17.23663,2
251,4.4353123,14.639481,2
252,3.9214075,14.996121,2
253,6.111773,16.651016,2
254,5.273035,16.422468,2
255,5.399534,15.741497,2
256,5.706983,15.869184,2
257,5.8461714,17.008677,2
258,5.9894767,16.202196,2
259,5.40022,15.643183,2
260,5.431856,16.607815,2
261,4.075614,15.02777,2
262,4.754708,15.578722,2
263,5.3744645,16.379826,2
264,5.9159946,17.203192,2
265,5.941247,16.583355,2
266,5.9098053,17.006935,2
267,4.6372757,16.682634,2
268,5.919814,17.240374,2
269,5.6602426,16.966375,2
270,4.968544,16.293518,2
271,5.842188,17.936687,2
272,5.751231,17.702137,2
273,6.486384,16.962439,2
274,5.424217,16.856894,2
275,6.014978,16.532953,2
276,5.8649106,17.146244,2
277,6.117815,16.626411,2
278,5.8383284,17.732815,2
279,4.04551,16.32634,2
280,3.682727,15.399198,2
281,4.7899632,16.9418,2
282,4.076755,16.56931,2
283,4.695707,16.425694,2
284,5.830134,17.241125,2
285,5.882209,17.9567,2
286,5.270593,17.58859,2
287,4.626689,16.4165,2
288,5.079704,17.950644,2
289,5.3649426,17.612585,2
290,5.5333176,17.966852,2
291,4.830796,17.562862,2
292,5.900372,17.708807,2
293,4.9928546,15.171406,2
294,4.0679793,16.68345,2
295,5.7465053,16.824602,2
296,4.0999846,16.577831,2
297,5.3591533,17.591026,2
298,4.2203655,15.837713,2
299,4.8429875,17.441807,2
300,3.6605413,16.299295,2
301,4.8653316,16.893427,2
302,4.8218274,14.966463,2
303,4.200507,16.812765,2
304,4.3643746,16.805374,2
305,4.0888314,16.383783,2
306,5.70469,18.043316,2
307,5.173836,17.040771,2
308,4.829476,17.646706,2
309,3.9316893,14.952469,2
310,3.528095,16.177402,2
311,5.14507,18.185635,2
312,5.5652285,17.222599,2
313,3.8208907,16.916496,2
314,3.862209,16.138788,2
315,5.248535,17.66345,2
316,5.0743213,18.10998,2
317,4.1228137,16.858078,2
318,3.926342,16.129679,2
319,4.475502,17.519115,2
320,3.7209759,16.874693,2
321,3.415612,16.314352,2
322,4.201969,16.755068,2
323,6.2859287,17.178589,2
324,4.1863174,16.614391,2
325,3.6475894,16.09728,2
326,3.6565878,16.147772,2
327,4.0277286,17.010199,2
328,4.5252576,17.70321,2
329,4.4647613,17.646727,2
330,3.6148214,16.803568,2
331,4.4901457,17.628895,2
332,3.6835103,16.894829,2
333,5.7294908,16.963593,2
334,3.6868494,16.858406,2
335,3.5609963,15.654808,2
336,3.6000829,16.932499,2
337,5.0933146,16.471605,2
338,3.776553,15.145527,2
339,5.7645264,16.911833,2
340,5.8790483,16.847185,2
341,5.498732,16.994856,2
342,5.838036,16.865616,2
343,6.1086264,10.323048,3
344,4.151105,6.1582556,3
345,4.3243575,5.3663664,3
346,4.0355186,5.1586075,3
347,4.7079296,5.4355597,3
348,4.508286,5.2657127,3
349,4.170888,5.3594804,3
350,4.0909057,5.290811,3
351,4.1243978,5.5826874,3
352,4.0394783,5.0006304,3
353,4.0390863,5.3210173,3
354,4.0018044,5.638738,3
355,4.2189865,5.952801,3
356,5.04339,5.482731,3
357,4.0929465,5.793722,3
358,5.0592437,6.565645,3
359,3.9801247,5.919464,3
360,4.144883,5.6505218,3
361,4.135994,6.149793,3
362,4.457954,4.69273,3
363,5.337063,5.6268125,3
364,5.1576896,5.3923216,3
365,5.3037004,5.8253493,3
366,5.0593796,5.1434965,3
367,5.0523195,5.1693068,3
368,5.3799877,5.576265,3
369,4.818716,4.4358907,3
370,5.1832075,4.955858,3
371,4.9389367,4.816762,3
372,4.775731,5.15624,3
373,4.9321513,5.100894,3
374,4.802454,4.667376,3
375,5.2124023,5.43021,3
376,4.6135936,5.321017,3
377,5.062013,4.6483717,3
378,5.1544414,4.504318,3
379,4.8203173,5.9315414,3
380,4.6484685,5.2343493,3
381,5.442719,5.508825,3
382,5.4956093,4.7728066,3
383,6.0152864,4.5453467,3
384,5.457827,6.065166,3
385,5.849785,5.0267406,3
386,4.858465,5.760895,3
387,5.1004696,5.923813,3
388,5.6238194,5.7791567,3
389,5.7052083,5.5606666,3
390,6.187102,4.2509904,3
391,4.841627,5.0307436,3
392,4.816054,5.0395474,3
393,5.313348,6.0734253,3
394,5.9970613,4.8253045,3
395,5.740207,4.6771383,3
396,5.7355766,5.911944,3
397,5.6783257,4.892079,3
398,5.5168843,4.978493,3
399,6.10889,4.5139637,3
400,5.088788,5.981541,3
401,5.9483194,4.8328433,3
402,5.833756,6.4556274,3
403,4.562197,5.6574464,3
404,5.8713336,6.392278,3
405,5.586473,4.648226,3
406,6.361354,4.980561,3
407,5.7978277,4.3243847,3
408,6.3459864,4.7840996,3
409,5.9436884,6.30577,3
410,6.104303,4.6225886,3
411,6.042092,5.6048746,3
412,4.5133123,5.2248793,3
413,6.3489213,4.847064,3
414,6.0529127,5.082267,3
415,6.4403195,4.7917237,3
416,6.4675245,5.122362,3
417,6.121839,5.777353,3
418,6.133445,4.7144914,3
419,6.389012,5.080905,3
420,6.324226,5.516349,3
421,6.033816,5.5424466,3
422,6.3908553,5.9564676,3
423,6.5051823,4.3779516,3
424,6.5546265,4.4438343,3
425,6.1360087,4.775302,3
426,4.7284975,5.4994516,3
427,6.6531496,4.434195,3
428,4.2431693,5.3436556,3
429,4.543708,5.0766745,3
430,6.784795,4.739108,3
431,6.947556,4.5507603,3
432,6.6181083,4.934142,3
433,6.583096,4.9820805,3
434,6.3068786,5.391148,3
435,6.769849,4.7818785,3
436,6.714608,5.0428143,3
437,4.932744,6.098706,3
438,4.062819,5.191418,3
439,7.0257683,4.3860216,3
440,-4.2673345,1.6455932,3
441,6.1604056,6.1293526,3
442,6.786581,5.1980076,3
443,5.7170444,4.31829,3
444,6.8424635,5.116136,3
445,6.8442044,5.1311545,3
446,5.299187,5.469419,3
447,4.722326,4.633618,3
448,4.925046,-2.912324,4
449,4.663861,-2.7485082,4
450,6.6775618,-0.3406735,4
451,6.123232,0.11191084,4
452,-0.6495272,-1.2125782,4
453,3.5523243,-2.0631177,4
454,3.4220314,-1.7191008,4
455,6.92454,-1.2979293,4
456,5.5182004,-2.4210887,4
457,5.3681154,-2.4720528,4
458,5.8604784,-0.80311364,4
459,4.93248,-2.4389284,4
460,5.7862377,-0.7292801,4
461,4.7861776,-2.589932,4
462,5.0714946,-2.4058225,4
463,5.975944,0.021025222,4
464,4.2854557,-1.964192,4
465,5.510499,-2.504953,4
466,5.4627595,-1.9246569,4
467,4.9656124,-2.4397836,4
468,6.6066604,-0.7679625,4
469,5.277094,-2.37395,4
470,5.5537143,-2.2836626,4
471,5.713269,-2.1337948,4
472,5.2223535,-1.8640698,4
473,5.96901,-0.060436793,4
474,6.665378,-1.4136133,4
475,5.8916593,-1.2083046,4
476,6.384622,-1.7187515,4
477,6.168993,-0.41387558,4
478,5.262784,-1.8019232,4
479,5.2257805,-1.3329337,4
480,5.6827884,-1.9245244,4
481,6.139325,-0.4990848,4
482,5.551825,-1.633546,4
483,6.3329797,-1.2322088,4
484,5.167752,-2.3126254,4
485,5.723297,-0.9349341,4
486,6.8025026,-0.6993711,4
487,5.2183385,-1.72946,4
488,5.90881,0.023316892,4
489,5.363712,-1.8103399,4
490,5.0152874,-2.1689596,4
491,6.515727,-1.5459086,4
492,6.617533,-0.5831953,4
493,6.5496707,-1.607721,4
494,5.6817093,-0.9506276,4
495,5.8726864,-0.44292355,4
496,6.418311,-0.44368437,4
497,6.5246105,-0.2631225,4
498,6.1603694,-1.8714259,4
499,5.8413024,-0.17449486,4
500,6.7850323,-0.5226604,4
501,5.9079413,-1.6619146,4
502,6.333868,-1.7562304,4
503,6.3822484,-0.58753264,4
504,4.295486,-2.1168654,4
505,4.485497,-2.3761156,4
506,4.258099,-2.1436539,4
507,5.8747926,-1.8973323,4
508,5.1218677,-1.4444337,4
509,5.358718,-0.43448788,4
510,5.931956,-1.4375414,4
511,5.2473936,-1.3103993,4
512,6.3833447,-0.2330019,4
513,4.1633563,-1.8149682,4
514,4.5631957,-1.8906612,4
515,4.2351947,-2.461723,4
516,5.3114862,-0.94015026,4
517,5.803956,-0.40327886,4
518,6.8154826,0.033348467,4
519,4.409289,-3.1599607,4
520,3.8546247,-2.3816836,4
521,5.445394,-1.254979,4
522,6.1196966,0.137072,4
523,6.857532,0.04811474,4
524,5.9069395,-0.00801216,4
525,5.6806097,-0.69628936,4
526,5.2770486,-1.4514903,4
527,6.7212687,-0.5922652,4
528,5.0554614,-1.478708,4
529,6.1176805,-0.89391583,4
530,4.255565,-2.0197623,4
531,6.740454,0.065809004,4
532,4.0218625,-2.245374,4
533,5.5934834,-1.8030291,4
534,4.989441,-1.7295595,4
535,4.6435,-2.7165532,4
536,6.3929515,-0.63581514,4
537,6.595959,-0.52367574,4
538,4.991466,-0.7034101,4
539,-0.24783613,1.1188594,4
540,3.915311,-2.2992,4
541,5.449144,-0.8040273,4
542,3.8512805,-2.1518335,4
543,3.855868,-2.10411,4
544,4.9479494,-1.773529,4
545,5.715511,-2.1526241,4
546,3.723015,-1.8434752,4
547,3.714879,-2.0381894,4
548,3.8994515,-2.3250349,4
549,4.0680695,-2.0211232,4
550,3.799189,-2.174159,4
551,5.146269,-0.8383527,4
552,4.265279,-1.1128529,4
553,5.477155,-0.18633072,4
554,6.357669,-1.4291236,4
555,4.7779264,-1.8123181,4
556,4.977227,-0.70201695,4
557,3.9671326,-2.0246618,4
558,6.735103,-0.45951107,4
559,3.7694707,-2.1688375,4
560,4.7697334,-2.6003122,4
561,3.7272975,-2.1284623,4
562,19.434948,7.3868513,5
563,17.3046,6.466903,5
564,18.672054,6.515048,5
565,-0.9142356,-1.0719668,5
566,-1.0448616,-0.9783302,5
567,-0.6783668,-1.2603083,5
568,-1.5744752,-0.5322185,5
569,-1.4886221,0.027348727,5
570,-1.0033875,-0.9959437,5
571,-1.5195075,-0.3684494,5
572,-1.5313516,-0.6043922,5
573,-0.69153124,-1.2498758,5
574,-1.1300758,-0.8991268,5
575,-0.98462564,-1.0314094,5
576,-1.3387877,-0.7660121,5
577,-1.437631,-0.58079827,5
578,-0.7469343,-1.2249663,5
579,-1.071933,-0.9534686,5
580,19.340618,7.298163,5
581,-2.3287992,7.137238,5
582,17.586624,6.204472,5
583,17.993752,6.1496177,5
584,17.872478,5.911784,5
585,19.219965,7.141954,5
586,17.197615,5.8447843,5
587,18.130299,6.327634,5
588,19.179243,7.020606,5
589,19.00981,7.0064654,5
590,-2.0145597,8.107343,5
591,-2.3097322,7.160384,5
592,18.593613,6.797027,5
593,-2.2262685,7.3308487,5
594,-2.2488003,7.0256133,5
595,-1.8673965,8.375224,5
596,-2.2420793,7.193579,5
597,17.695698,6.454188,5
598,17.668276,6.194164,5
599,18.021526,6.050064,5
600,18.335901,6.54619,5
601,18.89292,6.9699955,5
602,18.019358,6.3811774,5
603,-1.9813864,8.127432,5
604,17.785719,6.222849,5
605,-1.7871344,8.424449,5
606,18.928074,6.9690046,5
607,17.25979,6.4213643,5
608,19.498013,7.4278116,5
609,17.924988,6.733147,5
610,17.362183,5.7865553,5
611,17.79175,6.334898,5
612,18.487526,6.366894,5
613,17.085705,6.200578,5
614,19.133055,6.8652835,5
615,17.899061,6.4625077,5
616,-1.9415598,7.93969,5
617,18.276834,6.9910326,5
618,18.82556,7.069742,5
619,19.060978,7.3984337,5
620,-2.166432,7.160946,5
621,18.282417,6.9707413,5
622,-1.8099238,8.4295025,5
623,-2.280198,7.4703903,5
624,18.99162,7.2794514,5
625,17.799746,6.189146,5
626,18.13551,6.9323983,5
627,19.257156,7.460186,5
628,17.157701,5.8028326,5
629,17.874,6.0196867,5
630,17.184107,6.2638826,5
631,-1.8403374,8.367839,5
632,17.25096,6.1757283,5
633,-1.825368,7.724213,5
634,-1.9060482,7.588138,5
635,-2.150712,7.309788,5
636,18.8229,7.219862,5
637,18.785572,7.2966557,5
638,18.368132,7.1185627,5
639,-1.7791549,7.832988,5
640,19.18764,7.451753,5
641,-2.1777809,7.573752,5
642,17.282019,5.818249,5
643,17.17908,6.2051735,5
644,-2.1056328,7.504674,5
645,-1.7715093,7.8181596,5
646,-2.218595,7.0608587,5
647,18.866104,7.347534,5
648,17.462257,6.333554,5
649,-1.8576429,8.295074,5
650,-2.0464532,7.7463503,5
651,-2.0499732,7.462319,5
652,-1.7552656,7.5392933,5
653,18.746004,7.3824725,5
654,-2.0146377,7.739936,5
655,-2.1353443,7.6238365,5
656,17.198769,6.3005724,5
657,6.887656,4.6172256,5
658,17.502417,6.742036,5
659,18.15542,7.062775,5
660,-1.9315095,7.2871046,5
661,-1.8401293,7.531857,5
662,17.669516,6.033776,5
663,-1.7721293,7.254483,5
664,18.887318,6.6919365,5
665,18.541716,6.4732695,5
666,-1.2262135,-0.78265464,5
667,17.775373,6.122502,5
668,2.6033413,-7.592534,6
669,2.8496757,-7.3489475,6
670,2.3816307,-7.0106244,6
671,3.6447752,-8.209246,6
672,2.8848383,-7.920039,6
673,3.2115407,-8.2594795,6
674,2.5414085,-6.9714584,6
675,2.6780124,-7.057614,6
676,1.9051682,-7.625119,6
677,1.9749677,-7.584357,6
678,2.6027377,-8.134254,6
679,1.6238625,-7.054428,6
680,1.9114703,-7.0925856,6
681,1.5326834,-7.331361,6
682,2.3660142,-7.918066,6
683,2.1846633,-7.696754,6
684,2.0748444,-7.444484,6
685,1.9294803,-7.493342,6
686,2.1054204,-8.262677,6
687,1.7985909,-7.495289,6
688,3.0001414,-8.461912,6
689,1.5636245,-7.1340833,6
690,1.4584159,-7.6249437,6
691,1.5930109,-7.5967093,6
692,0.8810254,-7.302466,6
693,1.4868541,-7.830857,6
694,1.0171412,-7.743103,6
695,1.4620233,-7.75303,6
696,2.774479,-8.355768,6
697,1.1118463,-7.515213,6
698,2.9323728,-8.450943,6
699,3.138821,-8.579746,6
700,2.7122812,-7.2438297,6
701,1.5793952,-8.321119,6
702,0.9001595,-7.059824,6
703,0.7411318,-7.4303045,6
704,1.6325259,-6.8671145,6
705,1.6095505,-7.215073,6
706,0.7080908,-7.4643826,6
707,0.98153216,-7.5525975,6
708,0.6936049,-7.2429705,6
709,0.6338807,-7.366655,6
710,1.6912693,-8.248251,6
711,1.6265563,-7.5696154,6
712,0.6616398,-7.466708,6
713,1.6021171,-8.272031,6
714,1.3653477,-8.178458,6
715,0.57550526,-7.140116,6
716,2.2735739,-7.44167,6
717,0.79968566,-7.0043225,6
718,1.538113,-8.270611,6
719,1.5808729,-7.6716146,6
720,0.53139305,-7.255803,6
721,0.8419717,-7.0787997,6
722,1.7041739,-7.8849735,6
723,11.795349,7.5866284,6
724,4.492615,-7.452468,6
725,4.194521,-8.20163,6
726,4.3525,-7.864178,6
727,4.373876,-7.5132856,6
728,4.30012,-7.4605556,6
729,4.3853364,-7.536191,6
730,4.26403,-7.8310924,6
731,4.423243,-7.776636,6
732,4.2637377,-8.214251,6
733,4.1502447,-7.7119594,6
734,3.6374226,-7.092013,6
735,4.177191,-7.9532766,6
736,3.2523723,-8.233911,6
737,2.32068,-6.7303195,6
738,4.122084,-7.6555047,6
739,3.5110033,-7.0142756,6
740,3.8597374,-7.252766,6
741,4.12682,-7.834027,6
742,3.926282,-8.391376,6
743,3.3502936,-8.606585,6
744,3.7836938,-7.630976,6
745,4.2707725,-7.926983,6
746,3.0018156,-7.4535494,6
747,3.3688478,-8.576129,6
748,3.8603957,-7.7462063,6
749,3.2894156,-8.650974,6
750,3.8728254,-8.095275,6
751,3.8155372,-7.7705293,6
752,3.1728508,-7.030723,6
753,3.682206,-8.492343,6
754,3.313535,-8.532168,6
755,3.3270512,-7.1110168,6
756,2.2086072,-8.319015,6
757,3.1066334,-7.4520473,6
758,3.8014147,-7.761829,6
759,3.7978435,-7.811388,6
760,3.1689756,-7.1351194,6
761,2.910348,-7.019886,6
762,3.7534494,-8.231554,6
763,3.0564573,-8.34939,6
764,3.6347406,-8.21975,6
765,2.9777844,-7.1662445,6
766,3.9085915,-8.4751625,6
767,2.833039,-7.773367,6
768,2.6870022,-7.452946,6
769,3.0051997,-8.429645,6
770,2.9298797,-8.507996,6
771,3.1758578,-7.531372,6
772,2.7624793,-7.278141,6
773,5.7669744,9.972836,7
774,5.4869814,10.26919,7
775,15.371783,13.587964,7
776,12.201337,7.473696,7
777,15.131114,12.829343,7
778,13.050313,12.807138,7
779,11.972777,7.960549,7
780,12.010849,7.824367,7
781,11.97573,7.8329725,7
782,14.773327,12.670798,7
783,5.792413,9.943854,7
784,11.981846,7.711506,7
785,6.009371,10.128538,7
786,12.818259,13.28656,7
787,14.057085,13.851024,7
788,15.447689,13.576547,7
789,5.864225,10.399173,7
790,13.257449,12.447785,7
791,14.9501705,13.754102,7
792,13.489227,12.885608,7
793,12.860754,12.712837,7
794,14.064374,13.584515,7
795,15.38855,13.471922,7
796,12.621874,13.061047,7
797,13.983653,13.239324,7
798,14.346848,13.802383,7
799,15.722253,13.3973055,7
800,13.220187,13.251093,7
801,13.003258,13.420527,7
802,15.625145,13.338083,7
803,12.833144,12.819838,7
804,15.645504,13.534389,7
805,13.716356,13.601008,7
806,12.739482,12.810733,7
807,13.656252,13.685076,7
808,13.593112,13.494308,7
809,13.810262,12.47887,7
810,15.827305,13.385729,7
811,12.650756,12.850546,7
812,12.602511,13.106195,7
813,13.760316,12.67077,7
814,5.603712,10.109129,7
815,12.716201,13.175417,7
816,13.122024,12.972786,7
817,5.8880105,10.045683,7
818,15.25914,13.702845,7
819,12.658724,13.12514,7
820,13.41564,12.924021,7
821,13.523224,13.416679,7
822,15.040077,13.482659,7
823,12.967274,12.080996,7
824,14.064285,13.623064,7
825,14.699193,13.399771,7
826,13.282943,13.606242,7
827,12.071169,7.7287893,7
828,14.771957,13.3817625,7
829,14.046494,13.351732,7
830,14.176575,13.406543,7
831,13.766333,12.773505,7
832,12.685665,12.821525,7
833,14.579755,13.525721,7
834,13.916383,13.34301,7
835,14.970459,12.876237,7
836,12.016393,7.8115053,7
837,14.664008,13.415128,7
838,14.253718,13.497672,7
839,15.343777,13.56108,7
840,14.065948,13.367959,7
841,13.342076,13.028549,7
842,13.957439,13.088112,7
843,15.644744,13.308088,7
844,15.486787,13.46721,7
845,14.500665,13.468145,7
846,14.60722,12.935596,7
847,12.904535,12.604694,7
848,15.170805,13.707867,7
849,5.6593165,9.947007,7
850,14.454817,12.854936,7
851,5.6509757,10.235738,7
852,14.329655,13.887607,7
853,14.980319,13.572454,7
854,15.243351,12.928411,7
855,14.55704,12.515691,7
856,14.378227,13.787328,7
857,14.439042,12.846166,7
858,14.679735,12.581127,7
859,14.580619,12.622048,7
860,15.567141,12.932651,7
861,15.642697,13.067198,7
862,14.894648,12.555969,7
863,15.042334,12.627141,7
864,5.913739,11.066411,7
865,5.88484,11.0320635,7
866,13.82134,12.065887,7
867,15.664415,13.194927,7
868,15.615309,13.015462,7
869,14.138331,12.560843,7
870,15.527442,12.903907,7
871,13.852011,12.038408,7
872,5.8217745,10.765845,7
873,12.996601,12.028018,7
874,15.212266,12.977135,7
875,15.601831,13.08485,7
876,14.711332,12.385161,7
877,12.14784,7.480805,7
878,14.966953,12.309871,7
879,14.784226,12.24203,7
880,15.293579,12.776849,7
881,6.11422,10.272637,7
882,13.351502,11.996282,7
883,5.92606,10.952129,7
884,14.910142,12.773303,7
885,15.282042,12.769976,7
886,15.707416,13.239273,7
887,10.689067,3.1043866,8
888,10.678466,3.1084733,8
889,17.384895,-0.8214504,8
890,11.552278,7.370603,8
891,11.682262,7.4389167,8
892,16.749794,0.22633056,8
893,16.771675,-0.67796737,8
894,16.59675,-0.0007749461,8
895,14.105036,1.8577904,8
896,14.093042,2.166491,8
897,13.429665,2.3832486,8
898,13.690653,1.6605142,8
899,13.783568,2.3787012,8
900,13.680576,2.0561833,8
901,13.87111,1.6209306,8
902,13.6338005,2.0713477,8
903,13.922172,2.1829283,8
904,15.448746,1.1134839,8
905,14.546098,2.0731504,8
906,14.158692,1.6143832,8
907,10.714201,3.086393,8
908,10.707313,3.0919917,8
909,16.863192,-0.08123179,8
910,16.089418,0.35854828,8
911,16.802946,0.3740757,8
912,15.742601,0.5425024,8
913,17.795023,6.127324,8
914,10.71474,3.0872169,8
915,16.847073,0.031097094,8
